code,describe
023,"['人工', '森林', '间伐', '成熟林', '熟林', '松土', '生长', '时期']"
024,"['原木', '竹材', '木材', '针叶', '行业类别', '规格', '制品业', '杀虫剂', '防腐', '邮政', '栎木', '椴木', '贮木场', '柞木', '淡竹', '红壳', '薪材', '造材', '橡木', '水竹', '细枝', '樟木', '樟子松', '桉树', '桦木', '水曲柳', '山场', '泡桐', '竹木', '楠木', '落叶松', '林区', '产品']"
025,"['野生植物', '林产品', '竹材', '树皮', '原料', '活体', '人工林', '胶片', '天然橡胶', '果类', '产品', '树胶', '栲胶', '染色', '作物', '食用', '未加工', '桃胶', '柠条', '葵叶', '香果', '皱片', '清片', '薯茛', '橡碗', '光皮', '树果', '棕片', '油柑', '苍籽', '桐子', '植物', '虫胶', '油茶籽', '锁阳', '灯心草', '蓝靛', '菖蒲', '发菜', '桉树', '蕨菜', '荆条', '五倍子', '沙棘', '藤条', '菌类', '软木', '竹笋', '柳条', '地衣', '乌桕', '生漆', '落叶松', '油桐', '编织', '香料', '灌木', '咖啡', '饮料', '木材', '森林', '标准']"
031,"['农户', '整张', '牲畜', '骆驼', '羔羊', '绵羊毛', '牦牛', '细羊毛', '骆驼毛', '羊毛', '绒山羊', '马奶', '细毛羊', '毛皮', '牛奶', '剪羊毛', '马毛', '种牛', '生皮', '中猪', '母羊', '粗毛', '种猪', '仔猪', '马皮', '羊奶', '种马', '奶山羊', '马鬃', '猪鬃', '牛犊', '黄油', '母猪', '母牛', '奶酪', '奶牛', '水牛', '部分', '生猪']"
032,"['种用', '珍珠鸡', '火鸡', '家禽', '雏鸡', '蛋鸡', '雏鹅', '雏鸭', '成鹅', '鹅蛋', '活鸡', '鸭蛋', '肉鸡', '成鸭', '鸡蛋', '畜牧业', '禽蛋', '鸵鸟', '鹌鹑', '野鸭', '鸽子', '鸟类', '部分']"
033,"['爬行动物', '野生动物', '动物', '动物园', '狩猎', '鸟类', '整张', '毛皮', '狐生', '雉鸡', '单位', '水禽', '兽皮', '野鸡', '野兔', '牧民', '狐狸', '畜牧', '农户', '食用', '专门', '目的', '农业']"
039,"['蚕茧', '鹦形', '目鸟', '动物', '毛皮', '家兔', '改良种', '蜂蜜', '种用', '整张', '类动物', '畜禽', '副产品', '动物园', '野生动物', '畜牧业', '毛类', '生皮', '皮兔', '龟蛋', '兽毛', '蛙苗', '兔生', '兔毛', '蜂王浆', '水貂', '蜂蜡', '蓖麻', '燕窝', '柞蚕', '麝香', '产品', '驯鹿', '鸟类', '食用']"
041,"['海水', '淡水', '种苗', '鱼苗', '对虾', '贝类', '白对虾', '藻类', '菜苗', '产品', '蟹苗', '珍珠', '内陆', '淡水鱼', '鳙鱼', '观赏鱼', '江蓠', '虾苗', '巨脂', '沼虾', '斑节', '海虾', '乌鳢', '裙带菜', '螺旋藻', '石花菜', '青虾', '鲈鱼', '鳜鱼', '鲟鱼', '鲶鱼', '河蚌', '池沼', '梭子蟹', '贻贝', '海蜇', '水生动物', '扇贝', '海胆', '泥鳅', '黄鳝', '草鱼', '紫菜', '牡蛎', '麒麟', '海带', '海参', '水产', '水域', '胖头鱼', '鳊鱼', '稚鳖', '公鱼', '苔菜', '鳊鲂', '稚龟', '幼蛙', '鲤苗', '鳟鱼', '青蟹', '大闸蟹', '红鱼', '鲷鱼', '河蟹', '石斑鱼', '鲢鱼', '淡水河', '活鱼', '鲑鱼', '大黄鱼', '青鱼', '养殖场', '鳗鲡', '银鱼', '鲫鱼', '幼苗', '绒毛', '水生', '动植物', '利用']"
042,"['海水', '淡水', '水生动物', '内陆', '对虾', '鲜虾', '软体', '鲑鱼', '鲜鱼', '淡水鱼', '贝类', '水域', '产品', '梭鱼', '鳙鱼', '角鲨', '鳊鲂', '斑节', '公鱼', '玉筋', '沼虾', '海鳗', '鳟鱼', '虾蛄', '螺旋藻', '青虾', '青蟹', '大闸蟹', '鲅鱼', '鲈鱼', '鳜鱼', '方头', '石斑鱼', '鲶鱼', '鲢鱼', '河蚌', '小黄鱼', '鲳鱼', '池沼', '鲱鱼', '梭子蟹', '贻贝', '鳕鱼', '墨鱼', '大黄鱼', '青鱼', '鱿鱼', '海象', '鳗鲡', '金枪鱼', '泥鳅', '黄鳝', '草鱼', '银鱼', '鲫鱼', '蜗牛', '绒毛', '鲨鱼', '藻类', '哺乳动物', '水产', '狩猎', '珍珠', '动植物', '动物']"
051,"['农业机械', '农业', '技术推广', '初加工', '农产品', '收费', '皮棉', '农村土地', '整理', '农作物', '基础', '水果', '类别', '灌溉系统', '棉花', '病虫害', '水利工程', '人员', '农户', '农药', '农场', '科学研究', '纤维', '农机', '技术', '科学家', '豆秸', '短绒', '纺织', '谷壳', '原料', '玉米秸', '杏干', '铃壳', '细绒', '防洪设施', '烟秆', '麻秆', '干枣', '制麻', '建筑', '工程', '棉纤维', '棉籽', '支持性', '长绒棉', '单位', '承包人', '土地', '柿饼', '秸秆', '麦秸', '晒干', '坚果', '园艺', '天然橡胶', '向日葵', '副产品', '整容', '花草', '稻草', '龙眼', '田间', '农副产品', '椰子', '荔枝', '油菜籽', '供水', '净化', '谷子', '水资源', '芝麻', '高粱', '水利', '农田', '水源', '苹果', '花生', '服务业', '树木', '花园', '作物', '科学技术', '设施', '分类', '生长', '专业', '生物', '食品', '利用', '市场']"
052,"['技术推广', '林业', '林产品', '林业机械', '森林', '农业', '林机', '竹材', '生物防治', '类别', '科学技术', '技术', '贮木场', '兽害', '检查站', '生物', '科技', '管理站', '病虫', '辅助性', '去皮', '病虫害', '农业机械', '林地', '净化', '服务业', '木材', '人员', '市场']"
053,"['技术推广', '畜牧', '动物', '牲畜', '兽医', '畜产品', '病防治', '牧群', '牧机', '圈舍', '孵坊', '专门', '剪毛', '液氮', '禽蛋', '精液', '家禽', '家畜', '类别', '饲料', '整治', '服务业', '生长', '产量', '生物', '品种', '农业', '技术']"
054,"['鱼种', '水产', '鱼苗', '技术推广', '渔业', '良种场', '病防治', '鱼病', '支持性', '渔业生产', '水产品', '类别', '用药', '服务业', '机械', '生物', '质量', '农业', '技术']"
