code,describe
132,饲料加工指适用于农场、农户饲养牲畜、家禽的饲料生产加工，包括宠物食品的生产活动，也包括用屠宰下脚料加工生产的动物饲料，即动物源性饲料的生产活动。包括对下列饲料的加工活动：—配合饲料：猪配合饲料、蛋禽配合饲料、肉禽配合饲料、水产配合饲料、反刍动物配合饲料、其他配合饲料；—浓缩饲料：猪浓缩饲料、蛋禽浓缩饲料、肉禽浓缩饲料、水产浓缩饲料、反刍动物浓缩饲料、其他浓缩饲料；—预混合饲料：猪预混合饲料、蛋禽预混合饲料、肉禽预混合饲料、水产预混合饲料、反刍动物预混合饲料、其他预混合饲料；—混合饲料、蛋白质饲料、其他配制饲料；—宠物食品：宠物猫狗食品（宠物猫狗罐头食品、宠物猫狗包装食品、宠物猫狗散装食品）、水族宠物食品、其他宠物食品；—动物源性饲料：肉骨粉（牛、羊肉骨粉、其他肉骨粉）、血粉、血浆蛋白粉、肠衣蛋白粉、油渣、动物下脚料粉、其他动物源性饲；—饲料用植物根粉。不包括：—用水产品生产的饲料，列入（水产饲料制造）；—可用作动物饲料的植物油加工后的副产品和谷物碾磨后的残余物，分别列入（食用植物油加工）、（谷物磨制）。
133,植物油加工食用植物油加工指用各种食用植物油料生产油脂，以及精制食用油的加工。包括对下列食用植物油的加工活动：—毛油（初榨植物油）：大豆毛油、花生毛油、棉籽毛油、菜籽毛油、玉米胚毛油、芝麻毛油、葵花籽毛油、红花籽毛油、橄榄毛油、芥子毛油、油茶籽毛油、米糠毛油、其他毛油；—精制食用植物油：大豆精制油、花生精制油、棉籽精制油、菜籽精制油、精制玉米胚油、芝麻精制油、精制葵花籽油、精制红花籽油、精制橄榄油、精制茶籽油、精制米糠油、其他精制食用植物油；—其他食用油脂：人造奶油（人造黄油）、液态人造奶油、起酥油（糕饼油）、粉末油脂、其他未列明人造食用油脂；—植物油分离制品（可食用）：豆油分离品、花生油分离品、葵花油分离品、红花油分离品、棉籽油分离品、低芥子酸菜籽油分离品、菜籽油或芥子油分离品、橄榄油分离品、芝麻油分离品、玉米油分离品；—棉籽绒、油渣饼及其他食用油加工的副产品。不包括：—谷物磨制、淀粉加工所产生食用油原料或食用油，分别列入（谷物磨制）、（淀粉及淀粉制品制造）；—猪油及其他动物油脂的提炼和精制，列入（肉制品及副产品加工）；—非食用植物油料生产、加工的油脂，列入（非食用植物油加工）。非食用植物油加工指用各种非食用植物油料生产油脂的活动。包括对下列油脂的生产活动：—初榨非食用植物油：棕榈初榨油、椰子初榨油、亚麻子初榨油、小桐子初榨油、黄连木果初榨油、文冠果初榨油、光皮梾果初榨油、其他初榨非食用植物油；—精制非食用植物油：蓖麻油、桐油、梓油、精制棕榈油（非食用）、精制椰子油（非食用）、亚麻子油（非食用）、其他精制非食用植物油；—植物油分离制品：蓖麻油分离品、桐油分离品、亚麻子油分离品、椰子油分离品、棕榈油分离品、油菜籽油分离制品、核桃油分离制品、沙棘籽油分离制品、其他植物油分离制品；—植物油脂加工产品：植物蜡（甘蔗蜡、棉蜡、亚麻蜡、其他植物蜡）、油鞣回收脂（天然油鞣回收脂、人造油鞣回收脂、油脚、皂料、硬脂沥青、其他油鞣回收脂）、油渣饼（豆饼、花生油渣饼、棉籽油渣饼、亚麻籽油渣饼、葵花籽油渣饼、油菜籽油渣饼、玉米胚芽油渣饼、椰子或干椰肉油渣饼、其他油渣饼）；—精制棕榈油（食用）、精制椰子油（食用）、亚麻子油（食用）。不包括：—食用植物油料生产、加工的油脂，列入（食用植物油加工）；—植物芳香油的生产，列入（香料、香精制造）；—用化学方法对油和脂的处理活动，列入（专用化学产品制造）、（日用化学产品制造）相关类别中。
134,制糖业指以甘蔗、甜菜等为原料制作成品糖，以及以原糖或砂糖为原料精炼加工各种精制糖的生产活动。包括对下列制糖产品的生产活动：—原糖：甘蔗制原糖、甜菜制原糖；—成品糖：白砂糖、绵白糖、赤砂糖、红糖、黄砂糖、其他成品糖；—加工糖：冰片糖、片糖、冰糖、方糖、精制糖浆、其他加工糖；—糖蜜：甘蔗糖蜜、甜菜糖蜜、其他糖蜜；—其他制糖产品。不包括：—以淀粉为原料生产的麦芽糖、葡萄糖、果糖、高果糖、葡萄糖浆等，列入（淀粉及淀粉制品制造）；—糖果制造，列入（糖果、巧克力制造）；—乳糖的加工，列入（乳制品制造）。
135,屠宰及肉类加工牲畜屠宰指对各种牲畜进行宰杀，以及鲜肉冷冻等保鲜活动，但不包括商业冷藏活动。包括对牲畜屠宰及屠宰后对下列肉类、皮毛、骨头等产品的加工活动：—对各种牲畜的屠宰；—鲜、冷藏猪肉：鲜、冷藏整头乳猪肉，鲜、冷藏整头猪肉，鲜、冷藏带骨猪肉块，其他鲜、冷藏猪肉；—鲜、冷藏牛肉：鲜、冷藏整头牛肉，鲜、冷藏带骨牛肉，鲜、冷藏去骨牛肉；—鲜、冷藏羊肉：鲜、冷藏整头羔羊肉，鲜、冷藏绵羊肉，鲜、冷藏山羊肉；—鲜、冷藏杂畜肉：鲜、冷藏马肉、驴肉、骡肉等其他鲜杂畜肉；—鲜、冷藏兔肉，鲜、冷藏田鸡腿，其他鲜、冷藏肉；—冻猪肉：冻整头乳猪肉、冻整头猪肉、冻带骨肉块、其他冻猪肉；—冻牛肉：冻整头牛肉、冻带骨牛肉、冻去骨牛肉；—冻羊肉：冻整头羔羊肉、冻绵羊肉、冻山羊肉；—冻杂畜肉：冻马肉、驴肉、骡肉等其他鲜杂畜肉；—冻兔肉、其他冻肉；—猪杂碎：鲜猪杂碎、冻猪杂碎；—牛杂碎：鲜牛杂碎、冻牛杂碎；—羊杂碎：鲜羊杂碎、冻羊杂碎；—其他可食用动物杂碎；—屠宰后的生皮副产品：整张生牛皮、整张绵羊生皮、整张山羊生皮；—屠宰后的动物毛类副产品：屠宰后的绵羊毛、屠宰后的山羊粗毛、屠宰后的粗牦牛毛；—屠宰后的牲畜骨头。不包括：—肉类熟食、半熟食产品的加工，列入（肉制品及副产品加工）；—肉类产品的批发、零售，列入（肉、禽、蛋、奶及水产品批发）或（肉、禽、蛋、奶及水产品零售）；—肉类产品的包装，列入（包装服务）。禽类屠宰指对各种禽类进行宰杀，以及鲜肉冷冻等保鲜活动，但不包括商业冷藏活动。包括对禽类的屠宰及屠宰后对下列肉类等产品的加工活动：—对各种禽类的屠宰；—鲜、冷藏鸡肉：鲜、冷藏整鸡，鲜、冷藏带骨鸡块，鲜、冷藏鸡翅，鲜、冷藏鸡腿，其他鲜、冷藏鸡肉；—鲜、冷藏鸭肉：鲜、冷藏整鸭，鲜、冷藏分割鸭肉；鲜、冷藏火鸡肉：鲜、冷藏整只火鸡，鲜、冷藏火鸡块；—鲜、冷藏鹅肉：鲜、冷藏整鹅，鲜、冷藏鹅块；—鲜、冷藏珍珠鸡肉：鲜、冷藏整珍珠鸡，鲜、冷藏珍珠鸡块；—鲜、冷藏乳鸽肉；—冻鸡肉：冻整鸡、冻带骨鸡块、冻鸡翅、冻鸡腿、其他冻鸡肉；—冻鸭肉：冻整鸭、冻分割鸭肉；—冻火鸡肉：冷冻整只火鸡、冻火鸡块；—冻鹅肉：冻整只鹅、冻鹅块；—冻珍珠鸡肉：冻整只珍珠鸡、冻珍珠鸡块；—冻乳鸽肉；—鸡杂碎：鲜鸡杂碎、冻鸡杂碎；—鸭杂碎：鲜鸭杂碎、冻鸭杂碎；—鹅杂碎：鲜鹅杂碎、冻鹅杂碎；—火鸡杂碎：鲜火鸡杂碎、冻火鸡杂碎；—珍珠鸡杂碎；—乳鸽食用杂碎；—屠宰后禽类羽毛、羽绒副产品。不包括：—禽类熟食、半熟食产品的加工，列入（肉制品及副产品加工）；—禽类肉产品的批发、零售，列入（肉、禽、蛋、奶及水产品批发）或（肉、禽、蛋、奶及水产品零售）；—禽类肉产品的包装，列入（包装服务）。肉制品及副产品加工指主要以各种畜、禽肉为原料加工成熟肉制品，以及畜、禽副产品的加工。包括对下列肉制品及副产品的加工活动：—高温蒸煮香肠制品：猪肉高温蒸煮香肠制品、牛肉高温蒸煮香肠制品、羊肉高温蒸煮香肠制品、鸡肉高温蒸煮香肠制品、鸭肉高温蒸煮香肠制品、其他高温蒸煮香肠制品；—低温蒸煮香肠制品：猪肉低温蒸煮香肠制品、牛肉低温蒸煮香肠制品、羊肉低温蒸煮香肠制品、鸡肉低温蒸煮香肠制品、鸭肉低温蒸煮香肠制品、其他低温蒸煮香肠制品；—熏肉制品：熏猪肉制品、熏牛肉制品、熏羊肉制品、熏鸡肉制品、熏鸭肉制品、熏鹅肉制品、其他熏肉制品；—酱卤烧烤肉制品：酱卤烧烤猪肉制品、酱卤烧烤牛肉制品、酱卤烧烤羊肉制品、酱卤烧烤鸡肉制品、酱卤烧烤鸭肉制品、酱卤烧烤鹅肉制品、其他酱卤烧烤肉制品；—腌腊肉制品：腌腊猪肉制品、腌腊牛肉制品、腌腊羊肉制品、腌腊鸡肉制品、腌腊鸭肉制品、腌腊鹅肉制品、其他腌腊肉制品；—干炸肉制品：干炸猪肉制品、干炸牛肉制品、干炸羊肉制品、干炸鸡肉制品、干炸鸭肉制品、干炸鹅肉制品、其他干炸肉制品；—动物肠衣：猪肠衣、牛肠衣、羊肠衣、其他动物肠衣；—动物油脂及加工制品：猪脂肪、牛脂肪、羊脂肪、家禽脂肪、压榨油脂、食用动物脂油、油硬脂、骨油、骨髓油、蛋黄油、牛脚油及类似油、其他动物油脂及加工制品；—动物精及汁：肉精、肉汁、其他动物精及汁；—含肉类半成品菜肴的加工；—同一企业内进行的畜、禽肉制品的罐装加工活动；—其他熟肉制品。不包括：—专门企业进行的肉类、禽类罐头制造，列入（肉、禽类罐头制造）；—肉类产品的批发、零售，列入（肉、禽、蛋、奶及水产品批发）或（肉、禽、蛋、奶及水产品零售）；—肉类产品的包装，列入（包装服务）；—饭馆、餐厅对肉类熟食的加工制作，列入（餐饮业）相关类别中。
136,水产品加工水产品冷冻加工指为了保鲜，将海水、淡水养殖或捕捞的鱼类、虾类、甲壳类、贝类、藻类等水生动物或植物进行的冷冻加工，但不包括商业冷藏活动。包括对下列水产品的冷冻加工活动：—冷冻鱼：冷冻鲜鱼、冻鱼片、冻鱼肉、冻鱼籽；—冷冻虾：冷冻龙虾、冷冻海捕对虾、冷冻养殖对虾、冷冻淡水小龙虾、冷冻虾仁；—冷冻蟹：冷冻梭子蟹、冷冻中华绒鳌蟹、其他冷冻蟹；—冷冻软体动物：冻扇贝、冻贻贝、冻墨鱼及鱿鱼、冻章鱼、冻鲍鱼、冻海参、冻海蜇、其他冷冻软体动物；—其他冷冻水产品：冻鱼肝及鱼卵、其他未列明冷冻水产品；—在船舶上仅从事鱼类加工和保藏的活动；—海藻的加工。不包括：—鱼油、鱼脂的提取，列入（鱼油提取及制品制造）；—水产制品、半成品，列入（鱼糜制品及水产品干腌制加工）；—水产品的批发、零售，列入（肉、禽、蛋、奶及水产品批发）或（肉、禽、蛋、奶及水产品零售）；—水产品的包装，列入（包装服务）。鱼糜制品及水产品干腌制加工指鱼糜制品制造，以及水产品的干制、腌制等加工。包括对下列鱼糜制品及水产品的干腌制加工活动：—干制水产品：干制鱼、干制鱼片、干制软体动物、干制水生植物、其他干制水产品；—腌渍水产品：腌渍鱼、腌渍鱼片、腌渍软体动物（盐腌渍扇贝、盐腌渍贻贝、盐腌渍墨鱼及鱿鱼、盐腌或盐渍章鱼、盐腌渍鲍鱼、盐腌渍海参、其他盐腌渍软体动物）；—熏制水产品：熏鱼、熏鱼片、其他熏制水产品（熏鱼肝及鱼卵、鱼肉松及类似鱼制品、其他未列明熏制水产品）；—鱼糜（熟肉）制品：鱼香肠、鱼丸、鱼肉酱、鱼子酱、含鱼配制食品、其他鱼糜（熟肉）制品；—甲壳水产品加工品：加工蟹、深加工海捕虾、深加工养殖虾、面包虾、调味虾、虾皮、虾酱、加工龙虾、虾片、海蜇头、海蜇皮、其他甲壳水产品加工品；—水产品精、汁制品：鱼精、汁，甲壳动物精、汁，软体动物精、汁，其他水产动物精、汁；—水生动植物调味品制造。不包括：—鱼肉、水产品类罐头制造，列入（水产品罐头制造）。水产饲料制造指用低值水产品及水产品加工废弃物（如鱼骨、内脏、虾壳）等为主要原料的饲料加工。包括对下列水产饲料的制造活动：—饲料用鱼粉；—饲料用鱼头粉；—虾头粉饲料；—贝壳粉饲料；—其他饲料用水产品渣粉。鱼油提取及制品制造指从鱼或鱼肝中提取油脂，并生产制品的活动。包括对下列鱼油提取及制品的制造活动：—鱼油、脂：鱼肝油，鱼油制品，鱼肝油分离品，其他鱼油、脂制品；—其他水产品油脂制品。其他水产品加工指对水生动植物进行的其他加工。包括对下列其他水产品的加工活动：—珍珠粉；—其他未列明水产加工品。
137,蔬菜、水果和坚果加工指用脱水、干制、冷藏、冷冻、腌制等方法，对蔬菜、水果、坚果的加工。蔬菜加工包括对下列蔬菜的加工活动：—薯类及类似植物加工品：马铃薯粉、马铃薯片、马铃薯颗粒及团粒、红薯粉、魔芋粉、芋头粉、木薯粉、其他薯类及类似植物加工；—冷冻蔬菜：冷冻马铃薯、冷冻豆类蔬菜、冷冻菠菜、冷冻甜玉米、冷冻松茸、冷冻蒜苔及蒜苗（青蒜）、冷冻蒜头、其他冷冻蔬菜；—暂时保藏蔬菜（原料）：暂时保藏油橄榄、暂时保藏刺山柑、暂时保藏黄瓜及小黄瓜、盐水伞菌属蘑菇、盐水蘑菇及块菌、盐水竹笋、盐水大蒜、其他暂时保藏蔬菜（原料）；—干制蔬菜（脱水蔬菜）：干蘑菇及块菌（干伞菌属蘑菇、干木耳、干银耳、干香菇、干金针菇、干草菇、干口蘑干牛肝菌其他干蘑菇及块菌）、干菜（干洋葱、笋干丝、紫萁（薇菜干）、金针菜（黄花菜）、蕨菜干、干大蒜、干甜椒、干什锦蔬菜、其他干蔬菜）；—腌渍菜：糖醋渍菜（醋酸黄瓜、糖蒜、其他糖醋渍菜），酱腌菜（咸榨菜、咸蕨菜、酱腌藠头、酱腌什锦蔬菜、其他酱腌菜），泡菜（朝鲜泡菜、川味泡菜、其他泡菜），盐渍腌制番茄（盐渍番茄、番茄酱、番茄浆汁、其他盐渍腌制番茄），非醋腌制蘑菇及块菌（盐渍伞菌属蘑菇、盐渍块菌、其他非醋腌制蘑菇及块菌），非醋腌制豆、笋及类似品（腌渍豌豆，盐渍豇豆及菜豆，盐渍芦笋，清水渍甜玉米，赤豆馅，其他非醋腌制豆、笋及类似品），虾油渍菜，糟糠渍菜，其他腌渍菜；—冷冻蔬菜半成品:冷冻马铃薯片、冷冻马铃薯条、冷冻甜玉米、冷冻甜玉米粒、冷冻胡萝卜、冷冻豌豆、其他冷冻蔬菜半成品；—蔬菜沙拉的加工；—其他蔬菜加工品。不包括：—独立罐头企业生产的蔬菜，列入（蔬菜、水果罐头制造）；—蔬菜汁，列入（果菜汁及果菜汁饮料制造）；—薯片的制作，列入（饼干及其他焙烤食品制造）；—饭馆、餐厅对蔬菜的加工制作，列入（餐饮业）相关类别中；—蔬菜的清洗、分类、包装，列入（包装服务）。水果和坚果加工包括对下列水果和坚果的加工活动：—水果、坚果粉：栗子粉、杏仁粉、椰子粉、其他水果或坚果粉；—冷冻水果及坚果：冷冻草莓、冷冻樱桃、冷冻栗子、其他冷冻水果及坚果；—水果酱：柑橘类酱、苹果酱、红果酱、草莓酱、桃酱、其他水果酱；—坚果酱：花生酱、栗子酱、其他坚果酱；—果泥：柑橘类果泥、苹果泥、红果泥、草莓泥、枣泥、其他果泥；—果膏及类似制品：柑橘类果膏、秋梨膏、其他果膏及类似制品；—果核及核仁：苦杏仁、甜杏仁、其他果核及核仁；—焙、炒加工坚果及果仁：焙炒花生及花生仁，焙炒栗子，焙炒核桃及核桃仁，焙炒榛子及榛子仁，焙炒瓜子及瓜子仁，焙炒杏仁，焙炒松子，其他焙、炒加工坚果及果仁；—蒸煮加工坚果及果仁：煮花生及花生仁、其他蒸煮加工坚果及果仁；—暂时保藏水果及坚果（原料）；—其他水果、坚果加工品。不包括：—独立罐头企业生产的水果、坚果，列入（蔬菜、水果罐头制造）；—水果汁，列入（果菜汁及果菜汁饮料制造）；—以水果、果皮等植物制作的蜜饯，列入（蜜饯制作）；—水果的清洗、分类、包装，列入（包装服务）。
139,其他农副食品加工淀粉及淀粉制品制造指用玉米、薯类、豆类及其他植物原料制作淀粉和淀粉制品的生产；还包括以淀粉为原料，经酶法或酸法转换得到的糖品生产活动。包括对下列淀粉及淀粉制品的制造活动：—淀粉：小麦淀粉、玉米淀粉、马铃薯淀粉、木薯淀粉、绿豆淀粉其他淀粉；—菊粉；—淀粉制品：粉丝、粉条、粉皮、其他淀粉制品；—淀粉糖：葡萄糖、葡萄糖浆、果葡糖浆、果糖、麦芽糖、其他淀粉糖；—面筋：湿面筋、干面筋；—糊精及改性淀粉：糊精（β-环状糊精、其他糊精）、改性淀粉（可溶性淀粉、醚化或酯化淀粉、羧甲基纤维素钠、其他改性淀粉）；—在同一企业生产的玉米油；—其他淀粉及淀粉制品。不包括：—乳糖的加工，列入（乳制品制造）；—蔗糖等的加工，列入（制糖业）。豆制品制造指以大豆、小豆、绿豆、豌豆、蚕豆等豆类为主要原料，经加工制成食品的活动。包括对下列豆制品的制造活动：—水豆腐：盒包装水豆腐、散装水豆腐；—豆制品：干豆腐制品，油炸、卤制豆腐制品，豆腐乳，其他豆制品；—豆浆及豆浆粉：鲜豆浆、豆浆粉。蛋品加工包括对下列蛋品的加工活动：—干蛋品：蛋黄（干蛋黄、蛋黄粉、其他蛋黄）、去壳禽蛋（干去壳禽蛋、全蛋粉、其他去壳禽蛋）；—冰蛋品：冰全蛋、冰蛋白、冰蛋黄、其他冰蛋品；—再制蛋：咸蛋、松花蛋、糟蛋、其他再制蛋；—卵清蛋白：干卵清蛋白、其他卵清蛋白。其他未列明农副食品加工包括对下列未列明农副食品的加工活动：—上述未列明的农副食品加工活动。
141,焙烤食品制造糕点、面包制造指用米粉、面粉、豆粉为主要原料，配以辅料，经成型、油炸、烤制而成的各种食品生产活动。包括对下列糕点、面包的制造活动：—糕点；—西式糕点：西式蛋糕、西式素点心、西式包馅点心、其他西式糕点；—中式糕点：月饼、烘烤糕点、油炸糕点、水蒸糕点、熟粉糕点、其他中式糕点；—其他糕点；—面包：软式面包、硬式面包、起酥面包、调理面包、其他面包；饼干及其他焙烤食品制造指以面粉（或糯米粉）、糖和油脂为主要原料，配以奶制品、蛋制品等辅料，经成型、焙烤制成的各种饼干，以及用薯类、谷类、豆类等制作的各种易于保存、食用方便的焙烤食品生产活动。包括对下列饼干及其他焙烤食品的制造活动：—饼干：酥性饼干、韧性饼干、发酵饼干、威化饼干、夹心饼干、曲奇饼干、压缩饼干、蛋圆饼干、煎饼、蛋卷、其他饼干；—膨化食品：谷物类膨化食品、薯类膨化食品、豆类膨化食品、其他膨化食品；—焙烤松脆食品：薯片、锅巴、麦圈、油炒面茶、其他焙烤松脆食品；—药用空心胶囊：粉浆装药空囊、植物胶囊、其他空心胶囊；—其他焙烤食品。
142,糖果、巧克力及蜜饯制造糖果、巧克力制造糖果制造指以砂糖、葡萄糖浆或饴糖为主要原料，加入油脂、乳品、胶体、果仁、香料、食用色素等辅料制成甜味块状食品的生产活动；巧克力制造指以浆状、粉状或块状可可、可可脂、可可酱、砂糖、乳品等为主要原料加工制成巧克力及巧克力制品的生产活动。包括对下列糖果、巧克力的制造活动：—糖果：硬质糖果、酥质糖果、充气糖果、奶糖糖果、凝胶糖果、胶基糖果（口香糖）、压片糖果、焦香糖果、其他糖果；—巧克力：黑巧克力、白巧克力、牛奶巧克力；—巧克力制品：混合型巧克力制品、涂层型巧克力制品、糖衣型巧克力制品、其他巧克力制品；—代可可脂巧克力：代可可脂黑巧克力、代可可脂白巧克力、代可可脂牛奶巧克力；—代可可脂巧克力制品：混合型代可可脂巧克力制品、涂层型代可可脂巧克力制品、糖衣型代可可脂巧克力制品、其他代可可脂巧克力制品；—果冻：果味型果冻、果汁型果冻、果肉型果冻、含乳型果冻、其他型果冻。不包括：—白砂糖、绵白糖、赤砂糖、红糖、黄砂糖、冰片糖、片糖、冰糖、方糖以及糖浆等制造加工，列入（制糖业）。蜜饯制作指以水果、坚果、果皮及植物的其他部分制作糖果蜜饯的活动。包括对下列蜜饯的制作活动：—糖渍类蜜饯：糖青梅、蜜樱桃、蜜金橘、红绿瓜、糖桂花、糖玫瑰、炒红果、其他糖渍类蜜饯；—糖霜类蜜饯：糖冬瓜条、糖橘饼、红绿丝、金橘饼、姜片、其他糖霜类蜜饯；—果脯类蜜饯：杏脯、桃脯、苹果脯、梨脯、枣脯、海棠脯、地瓜脯、胡萝卜脯、番茄脯、其他果脯类蜜饯；—凉果类蜜饯：加应子、西梅、黄梅、雪花梅、陈皮梅、八珍梅、丁香榄、福果、丁香李、其他凉果类蜜饯；—话化（话梅）类蜜饯：话梅、话李、话杏、九制陈皮、甘草榄、甘草金橘、相思梅、杨梅干、佛手果、芒果干、陈皮丹、盐津葡萄、其他话化类蜜饯；—果糕类蜜饯：山楂糕、山楂条、果丹皮、山楂片、陈皮糕、酸枣糕、其他果糕类蜜饯；—其他蜜饯。
143,方便食品制造指以米、面、杂粮等为主要原料加工制成，只需简单烹制即可作为主食，具有食用简便、携带方便，易于储藏等特点的食品制造。米、面制品制造指以米、面、杂粮等为原料，经粗加工制成，未经烹制的各类米面制品的生产活动。包括对下列米、面制品的制造活动：—面制半成品：小麦挂面、切面、通心粉、龙须面、乌冬面、莜麦面、其他面制半成品；—米制半成品：年糕、米粉丝、米粉干、其他米制半成品。不包括：—糕点、面包等食品制作，列入（糕点、面包制造）。速冻食品制造指以米、面、杂粮等为主要原料，以肉类、蔬菜等为辅料，经加工制成各类烹制或未烹制的主食品后，立即采用速冻工艺制成的，并可以在冻结条件下运输储存及销售的各类主食品的生产活动。包括对下列速冻食品的制造活动：—速冻包馅米面食品：速冻饺子、速冻包子、速冻汤圆、速冻馄饨、速冻春卷等；—速冻无馅米面食品：速冻馒头、速冻窝头等。不包括：—冷冻水产品，列入（水产品冷冻加工）。方便面及其他方便食品制造指用米、面、杂粮等为主要原料加工制成的，可以直接食用或只需简单蒸煮即可作为主食的各种方便主食品的生产活动，以及其他未列明的方便食品制造。包括对下列方便面及其他方便食品的制造活动：—米面熟制品：馒头、窝头、烙饼、其他米面熟制品；—干制方便食品：方便面、方便粥、方便米饭、方便米粉、其他干制方便食品；—方便菜；—其他未列明的方便食品。不包括：—方便汤料的制作，列入（其他调味品、发酵制品制造）。
144,乳制品制造指以生鲜牛（羊）乳及其制品为主要原料，经加工制成的液体乳及固体乳（乳粉、炼乳、乳脂肪、干酪等）制品的生产活动；不包括含乳饮料和植物蛋白饮料生产活动。包括对下列乳制品的制造活动：—液体乳；—灭菌乳：灭菌全脂纯牛（羊）乳、灭菌低脂纯牛（羊）乳、灭菌脱脂纯牛（羊）乳、灭菌全脂调味乳、灭菌低脂调味乳、灭菌脱脂调味乳；—巴氏杀菌乳：全脂巴氏杀菌乳、低脂巴氏杀菌乳、脱脂巴氏杀菌乳；—酸牛乳：全脂纯酸牛乳、低脂纯酸牛乳、脱脂纯酸牛乳、调味果料酸牛乳、其他酸牛乳；—其他液体乳；—固体及半固体乳制品；—乳粉：全脂乳粉、全脂加糖乳粉、脱脂乳粉、全脂调味乳粉、脱脂调味乳粉、婴幼儿配方乳粉、其他乳粉；—炼乳：全脂无糖炼乳、全脂加糖炼乳、其他炼乳；—乳脂肪：稀奶油、奶油、无水奶油、其他乳脂肪；—干酪（奶酪）：鲜干酪、磨碎或粉化干酪、加工重制发酵干酪、蓝纹干酪、其他干酪；—干酪素：食用干酪素、其他干酪素；—乳清粉：不脱盐乳清粉、脱盐乳清粉；—乳糖；—其他固体乳制品。不包括：—未经加工的生鲜乳的生产，分别列入（牛的饲养）、（马的饲养）、（羊的饲养）、（骆驼饲养）、（其他牲畜饲养）。
145,罐头食品制造指将符合要求的原料经处理、分选、修整、烹调（或不经烹调）、装罐、密封、杀菌、冷却（或无菌包装）等罐头生产工艺制成的，达到商业无菌要求，并可以在常温下储存的罐头食品的制造。包括对下列罐头食品的制造：—硬包装罐头（指采用马口铁、镀锡薄钢板、铝合金板或玻璃容器等作为包装材料的各种罐头产品）；—软包装罐头（指采用铝箔或铝塑复合、纸塑复合、复合塑料等塑料复合材料作为包装材料的各种罐头产品）。肉、禽类罐头制造包括对下列肉、禽类罐头的制造活动：—畜肉类罐头：猪肉及杂碎罐头、牛肉及杂碎罐头、羊肉及杂碎罐头、兔肉及杂碎罐头、其他畜肉类罐头；—禽肉类罐头：鸡肉罐头、鸭肉罐头、鹅肉罐头、其他禽肉类罐头；—汤类罐头（部分）：猪肚汤罐头、牛尾汤罐头。水产品罐头制造指鱼类、虾贝类和其他水产品的硬包装和软包装罐头生产；以及在船舶上从事的水产品罐头加工活动。包括对下列水产品罐头的制造活动：—鱼类罐头；—甲壳动物类罐头：蟹罐头、虾罐头、其他甲壳动物罐头；—水生无脊椎动物类罐头：鲜贝罐头、其他水生无脊椎动物类罐头；—水鱼汤罐头。蔬菜、水果罐头制造包括对下列蔬菜、水果罐头的制造活动：—番茄、番茄酱罐头：番茄罐头、番茄酱罐头、番茄沙司罐头；—食用菌罐头：蘑菇（双孢磨菇）罐头、其他食用菌罐头；—豇豆及菜豆罐头：脱荚豇豆及菜豆罐头、未脱荚豇豆及菜豆罐头；—其他蔬菜罐头：竹笋罐头、芦笋罐头、清水马蹄罐头、蚕豆罐头、榨菜罐头、藠头罐头、其他蔬菜类罐头；—糖水类水果罐头：糖水菠萝罐头、糖水柑橘属水果罐头、糖水洋梨罐头、糖水梨罐头、糖水桃罐头、糖水荔枝罐头、糖水龙眼罐头、糖水草莓罐头、糖水枇杷罐头、糖水樱桃罐头、糖水山楂罐头、糖水类什锦水果罐头、其他糖水类水果罐头；—糖浆类水果罐头（液态蜜饯罐头）；—果酱类罐头：柑橘酱罐头、苹果酱罐头、红果酱罐头、草莓酱罐头、杏酱罐头、其他果酱类罐头；—干果和坚果类罐头：花生米罐头、核桃仁罐头、栗子仁罐头、榛子仁罐头、莲籽罐头、其他干果和坚果类罐头；—果冻罐头。其他罐头食品制造指婴幼儿辅助食品类罐头、米面食品类罐头（如八宝粥罐头等）及上述未列明的罐头食品制造。包括对下列其他罐头食品的制造活动：—谷物制品类罐头：甜玉米罐头、米粥罐头（八宝粥罐头、蔬菜粥罐头、其他米粥罐头）、米饭罐头（八宝饭罐头、其他米饭罐头）、其他谷物制品类罐头；—豆类制品罐头：茄汁黄豆罐头、其他豆类制品罐头；—汤类罐头（部分）：其他汤类罐头；—香菇肉酱罐头及其他调味类罐头；—混合类罐头：榨菜肉丝罐头、豆干猪肉罐头、其他混合类罐头；—婴幼儿辅助食品类罐头：肉类均化食品罐头、婴幼儿食品类罐头、均化蔬菜类食品罐头、果类均化食品罐头、均化混合食品罐头、其他婴幼儿辅助食品类罐头；—其他未列明罐头食品。
