code,describe
0134,"['烟草', '种植', '烟草', '种植', '梗烤', '烟叶', '梗晒', '烟叶', '梗', '晾', '烟叶', '梗白', '肋烟', '烟秆', '未加工', '烟草', '蔬菜', '食用菌', '园艺作物', '种植']"
0141,"['蔬菜', '种植', '蔬菜', '种植', '叶菜类', '蔬菜', '芹菜', '油菜', '菠菜', '苋菜', '空心菜', '香菜', '茼蒿', '小白菜', '菜', '木耳菜', '茴香', '叶菜类', '蔬菜', '白菜', '蔬菜', '大白菜', '普通', '白菜', '榻', '菜', '菜心', '菜薹', '紫', '菜薹', '芥菜', '蔬菜', '叶用', '芥菜', '茎', '芥菜', '芥菜', '甘蓝', '蔬菜', '结球', '甘蓝', '菜花', '花椰菜', '青花菜', '芥蓝', '根茎', '蔬菜', '白萝卜', '红萝卜', '胡萝卜', '水萝卜', '生姜', '榨菜', '头', '芋头', '百合', '山药', '牛蒡', '魔芋', '根茎', '蔬菜', '瓜菜', '蔬菜', '黄瓜', '冬瓜', '西葫芦', '苦瓜', '南瓜', '佛手瓜', '丝瓜', '瓜', '瓜类', '蔬菜', '豆类蔬菜', '扁豆', '干', '扁豆', '荚', '豆', '豇豆', '四季豆', '毛豆', '豆类蔬菜', '茄', '果类', '蔬菜', '茄子', '青椒', '辣椒', '西红柿', '茄', '果类', '蔬菜', '莴苣', '菊苣', '蔬菜', '生菜', '结球莴苣', '包心', '生菜', '莴笋', '莴苣', '菊苣', '蔬菜', '葱蒜', '蔬菜', '洋葱', '香葱', '薤菜', '大蒜', '蒜苗', '蒜苔', '蒜头', '韭菜', '葱蒜', '蔬菜', '水生', '蔬菜', '莲藕', '荸荠', '慈姑', '莼菜', '水芹', '菱角', '茭白', '水生', '蔬菜', '养植', '蔬菜', '蔬菜', '豌豆苗', '豆芽菜', '黄花', '香椿', '竹笋', '芦笋', '金针菜', '黄秋葵', '蔬菜', '蔬菜', '籽']"
0142,"['食用菌', '种植', '食用菌', '种植', '平菇', '金针菇', '双孢', '蘑菇', '鸡腿菇', '杏鲍菇', '茶树菇', '滑菇', '草菇', '猴头菌', '香菇', '竹荪', '黑木耳', '黄背', '木耳', '白木耳', '松茸', '榛蘑', '灰', '树花', '食用菌']"
0143,"['花卉', '种植', '花卉', '种植', '盆栽', '花', '银莲花', '鳞茎', '美人蕉', '叶', '小草', '铃兰', '藏红花', '大丽花', '独尾草', '小苍兰', '盆栽', '贝母', '雪花', '莲', '大岩桐', '风信子', '鸢尾', '观音', '兰', '水仙', '头', '水仙花', '虎', '眼', '万年青', '晚香玉', '毛茛', '茜草', '老虎', '莲', '郁金香', '杜鹃', '盆栽', '菊花', '凤梨', '兰花', '花烛', '属', '君子兰', '秋海棠', '伽兰', '菜', '新几内亚', '凤仙', '仙人掌', '浆', '植物', '花坛', '花卉', '木本', '盆花', '盆栽', '花', '花蕾', '康乃馨', '满天星', '玫瑰', '情人', '草', '紫罗兰', '香石竹', '唐菖蒲', '百合花', '非洲', '菊', '补血', '草', '马蹄莲', '火鹤', '花蕾', '切叶', '肾', '蕨', '散尾葵', '苏铁', '富贵竹', '龟背竹', '切叶', '切枝', '银芽', '柳', '切枝', '干燥花', '花卉', '种球', '唐菖蒲', '种球', '百合', '种球', '郁金香', '种球', '水仙', '种球', '马蹄莲', '种球', '大丽花', '种球', '美人蕉', '种球', '风信子', '种球', '小苍兰', '种球', '球根', '鸢尾', '种球', '晚香玉', '种球', '花卉', '种球', '花卉种子', '种子', '种子', '万寿菊', '种子', '凤仙花', '种子', '种子', '三色堇', '种子', '金鱼草', '种子', '石竹', '种子', '翠菊', '种子', '秋海棠', '种子', '花卉种子', '花卉', '种苗', '香石竹', '种苗', '菊花', '种苗', '非洲', '菊', '种苗', '种苗', '火鹤', '种苗', '兰花', '种苗', '君子兰', '种苗', '花卉', '种苗']"
0149,"['园艺作物', '种植', '盆栽', '观赏', '花木', '装饰', '目的', '植物', '种植', '如', '草坪', '草皮', '园艺作物', '种植', '园艺产品', '盆栽', '观叶', '植物', '龙血树', '马拉', '巴栗', '喜林', '芋', '绿萝', '变叶木', '椰子', '盆栽', '散尾葵', '绿巨人', '花叶', '万年青', '竹芋', '白鹤', '花叶', '亮丝', '草', '盆栽', '观叶', '植物', '草皮', '草坪', '园艺产品', '草', '苜蓿草', '箭舌豌豆', '草', '红豆', '草草', '草木犀', '草', '燕麦草', '花', '黑麦草', '草', '披碱', '草草', '柠挑', '草种', '沙打旺', '草', '锦鸡儿', '草', '老芒', '麦草', '羊', '柴草', '草', '盆景', '园艺产品']"
0151,"['仁果', '核果', '水果', '种植', '苹果', '梨', '桃', '杏', '李子', '水果', '种植', '仁果', '核果', '水果', '种植', '苹果', '红富士', '苹果', '国光', '苹果', '秦冠', '苹果', '香蕉苹果', '金冠', '苹果', '元帅', '苹果', '红星', '苹果', '苹果', '梨', '雪花', '梨', '鸭梨', '酥梨', '香梨', '苹果梨', '黄冠梨', '绿宝石', '梨', '冬果', '梨', '贡梨', '黄花梨', '梨', '核果', '水果', '桃', '樱桃', '枣', '红果', '山楂', '李子', '石榴', '杏', '杨梅', '水果', '籽', '部分', '杏核', '农户', '仁果', '核果', '水果', '种植', '一体', '果酒', '水果', '产品']"
0152,"['葡萄', '种植', '葡萄', '种植', '葡萄', '巨峰', '葡萄', '玫瑰', '香', '葡萄', '葡萄', '龙眼', '葡萄', '木', '纳格', '葡萄', '提', '葡萄', '葡萄', '葡萄', '葡萄籽', '农户', '葡萄', '种植', '一体', '葡萄酒', '葡萄', '产品']"
0153,"['种植', '种植', '柑橘', '橙', '柑橘', '柚类', '柑', '柚子', '柠檬', '水果']"
0154,"['香蕉', '亚热带', '水果', '种植', '香蕉', '菠萝', '芒果', '亚热带', '水果', '种植', '亚热带', '水果', '种植', '香蕉', '菠萝', '龙眼', '荔枝', '枇杷', '红毛丹', '芒果', '橄榄', '鳄梨', '番石榴', '山竹', '果', '杨桃', '莲雾', '火龙果', '亚热带', '水果', '农户', '亚热带', '水果', '种植', '一体', '果酒', '水果', '产品']"
0159,"['水果', '种植', '水果', '种植', '瓜类', '水果', '西瓜', '哈蜜瓜', '华莱士瓜', '香瓜', '伊利', '沙白瓜', '金瓜', '木瓜', '瓜类', '水果', '水果', '柿子', '草莓', '黑莓', '桑椹', '猕猴桃', '沙棘', '水果', '水果', '籽', '农户', '水果', '种植', '一体', '果酒', '水果', '产品']"
0161,"['坚果', '种植', '坚果', '种植', '椰子', '种用', '椰子', '椰子', '腰果', '核桃', '山核桃', '栗子', '板栗', '锥栗', '丹东', '栗', '栗子', '松子', '榛子', '阿月浑子', '果', '开心果', '槟榔', '白果', '香榧', '巴旦杏', '夏威夷', '果', '坚果', '农户', '坚果', '种植', '一体', '果酒', '坚果', '产品']"
0162,"['含油', '果', '种植', '橄榄', '油', '棕榈', '种植', '含油', '果', '种植', '油棕', '油棕', '仁', '种用', '油棕', '油棕', '仁', '油棕', '油棕', '仁', '油橄榄', '果']"
0163,"['香料', '作物', '种植', '香料', '作物', '种植', '调味', '香料', '花椒', '胡椒', '八椒', '桂皮', '桂花', '丁香', '豆蔻', '小茴香', '咖喱', '枯茗', '子', '蒿子', '杜松', '果', '调味', '香料', '香味', '料', '香子兰', '香茅草', '油', '留兰香', '啤酒花', '番红花', '姜黄', '麝香草', '叶', '香味', '料']"
0169,"['茶', '饮料', '作物', '种植', '茶', '饮料', '作物', '种植', '茶叶', '红茶', '绿茶', '白茶', '黄茶', '清茶', '铁观音', '乌龙茶', '清茶', '茶', '普洱茶', '茶', '茶', '银杏茶', '茶', '茶叶', '饮料', '原料', '可可豆', '咖啡豆', '饮料', '原料']"
0170,"['中药材', '种植', '中药', '配制', '中成药', '药材', '作物', '种植', '中药材', '种植', '中草药材', '甘草', '人参', '古柯叶', '罂粟', '秆', '当归', '田七', '党参', '黄连', '菊花', '冬虫夏草', '贝母', '川芎', '半夏', '白芍', '天麻', '黄芪', '籽', '黄', '白术', '地黄', '槐米', '杜仲', '茯苓', '枸杞', '大海子', '沉香', '沙参', '青蒿', '鱼藤', '除虫菊', '五味子', '刺五加', '生地', '麦冬', '云木香', '白芷', '胡', '山茱萸', '莲', '翘', '辛荑', '黄芩', '葛根', '柴胡', '麻黄', '列当', '肉苁蓉', '锁阳', '罗布麻', '中草药材']"
0190,"['农业', '农作物', '种植', '杀菌', '杀虫', '作物', '种植', '染料', '作物', '饲料作物', '种植', '野生植物', '采集', '农业', '作物', '种植', '苜蓿', '青饲料', '饲料', '牧草', '苜蓿', '干草', '羊草', '沙打旺', '饲料', '牧草', '饲料作物', '种子', '饲料作物', '芦苇', '席草', '苇子', '莲子', '蒲草', '慈姑', '作物', '茎', '农作物', '副产品']"
0211,"['林木', '育种', '应用', '遗传学', '原理', '选育', '繁殖', '林木', '新品种', '核心', '栽植', '材料', '林木', '改良', '林木', '育种', '针叶', '乔木', '树种', '种子', '杉树', '种子', '柏树', '种子', '松树', '种子', '银杏', '种子', '针叶', '乔木', '树种', '种子', '阔叶', '乔木', '树种', '种子', '树', '种子', '枫树', '种子', '冬青树', '种子', '桦树', '种子', '木棉树', '种子', '榛树', '种子', '榆树', '种子', '楠木', '种子', '樟树', '种子', '相思', '种子', '壳斗科', '种子', '阔叶', '乔木', '树种', '种子', '灌木', '种子', '蕃', '荔枝', '灌木', '种子', '夹竹桃', '灌木', '种子', '冬青', '灌木', '种子', '小檗', '灌木', '种子', '榛树', '灌木', '种子', '胡枝子', '灌木', '种子', '沙棘', '灌木', '种子', '马', '棘', '灌木', '种子', '灌木', '种子', '藤木', '种子', '棕榈', '藤', '种子', '藤木', '种子', '林木', '种子']"
0212,"['林木', '育苗', '人为', '种子', '穗条', '植物', '组织', '成', '苗木', '林木', '育苗', '针叶', '乔木', '苗类', '杉树', '树苗', '柏树', '树苗', '松树', '树苗', '银杏树', '苗', '针叶', '乔木', '树苗', '阔叶', '乔木', '苗类', '树', '树苗', '枫树', '树苗', '冬青树', '树苗', '桦树', '树苗', '木棉树', '树苗', '榛树', '树苗', '杨树', '树苗', '柳树', '树苗', '樟树', '树苗', '楠木', '树苗', '榆树', '树苗', '桂花树', '苗', '相思', '树苗', '壳斗科', '树苗', '阔叶', '乔木', '树苗', '果树', '苗', '苹果', '树苗', '梨', '树苗', '葡萄', '树苗', '柑橘', '树苗', '桃', '树苗', '果树', '苗', '竹苗', '毛竹', '苗', '撑', '蒿', '竹苗', '水竹', '苗', '淡竹', '苗', '慈竹苗', '红壳', '竹苗', '绿竹', '苗', '竹苗', '灌木', '树苗', '蕃', '荔枝', '灌木', '树苗', '夹竹桃', '灌木', '树苗', '冬青', '灌木', '树苗', '小檗', '灌木', '树苗', '桦木', '杨树', '灌木', '树苗', '灌木', '树苗', '林木']"
0220,"['造林', '宜林', '荒山', '荒地', '荒沙', '采伐', '迹地', '火烧', '迹地', '疏', '林地', '灌木林', '可', '造林', '土地', '人工', '造林', '人工', '封山育林', '造林', '方式', '恢复', '森林', '造林', '人工', '造林', '造林', '造林']"
0230,"['森林', '促进', '林木', '林木', '生长', '时期', '进行', '促进', '林木', '森林', '人工', '幼龄林', '中龄林', '熟林', '成熟林', '进行', '抚育', '如', '林木', '中耕', '松土', '培土', '除草', '补植', '间伐', '抚育', '采伐', '修枝', '人工', '施肥', '林木', '抚育', '木材', '竹材', '采运', '林木', '竹木', '采伐', '运出', '山场', '贮木场']"
0241,"['木材', '采运', '林木', '砍伐', '伐', '倒', '林木', '如', '林木', '去', '打', '叶', '造材', '木材', '采伐', '相关', '砍伐', '林木', '堆放', '涂抹', '杀虫剂', '防腐', '处理', '木材', '采运', '针叶', '原木', '红松', '原木', '樟子松', '原木', '白松', '云杉', '冷杉', '原木', '辐射', '松', '原木', '落叶松', '原木', '马尾松', '原木', '云南松', '原木', '杉木', '原', '条', '针叶', '原木', '针叶', '原木', '栎木', '橡木', '原木', '山毛榉', '木', '原木', '楠木', '原木', '樟木', '原木', '泡桐', '木', '原木', '杨树', '原木', '水曲柳', '原木', '胡桃', '原木', '柞木', '原木', '桦木', '原木', '榆木', '原木', '柳木', '原木', '椴木', '原木', '桉树', '原木', '针叶', '原木', '规格', '木材', '针叶', '木小', '规格', '木材', '木小', '规格', '木材', '薪材', '细枝']"
0242,"['竹材', '采运', '竹材', '砍伐', '竹材', '如', '竹材', '去', '打', '叶', '切割', '竹材', '采伐', '相关', '竹材', '堆放', '贮存', '涂抹', '杀虫剂', '防腐', '处理', '竹材', '采运', '砍伐', '竹材', '毛竹', '撑', '蒿', '竹', '水竹', '淡竹', '慈竹', '红壳', '竹', '竹材', '林区', '竹材', '竹材', '采伐', '产品']"
0251,"['木', '竹材', '林产品', '采集', '森林', '人工林', '进行', '林木', '产品', '野生植物', '采集', '木', '竹材', '林产品', '采集', '木竹', '编结', '原料', '藤条', '柳条', '柠条', '荆条', '桑', '条', '木竹', '野生植物', '活体', '乔木', '灌木', '藤木', '菌类']"
0252,"['非木', '竹材', '林产品', '采集', '天然林', '人工林', '进行', '木材', '竹材', '产品', '林产品', '采集', '非木', '竹材', '林产品', '采集', '天然橡胶', '天然橡胶', '乳', '烟', '胶片', '胶', '清片', '皱片', '褐', '胶片', '标准', '胶片', '天然橡胶', '树胶', '生漆', '松脂', '虫胶', '桃胶', '冷杉', '胶', '树胶', '栲胶', '原料', '落叶松', '树皮', '杨梅', '树皮', '油柑', '树皮', '树皮', '木麻黄', '树皮', '黑荆', '树皮', '橡碗', '化', '香果', '栲胶', '原料', '食用', '果类', '油桐', '籽', '油茶籽', '沙棘', '果', '乌桕', '子', '文冠果', '山', '苍籽', '黑椋子', '麻风', '树果', '桐子', '黄连木', '果', '光', '皮', '光皮', '树', '果', '食用', '果类', '非木竹', '编结', '原料', '灯心草', '菖蒲', '葵叶', '编织', '原料', '染色', '鞣', '植物', '原料', '五倍子', '地衣', '蓝靛', '薯茛', '染色', '鞣', '植物', '原料', '非木竹', '野生植物', '活体', '蕨菜', '发菜', '菜', '锁阳', '野生植物', '活体', '野生植物', '采集', '产品', '野生植物', '野生植物', '茎', '野生植物', '叶', '野生植物', '花', '野生植物', '野生植物', '采集', '产品', '林产品', '未加工', '软木', '棕片', '竹笋', '干', '黄柏', '山苍子', '桉树', '叶', '林产品']"
0311,"['牛', '饲养', '牛', '饲养', '牛', '种牛', '黄牛', '水牛', '奶牛', '牦牛', '牛犊', '能', '繁殖', '母牛', '牛', '牛奶', '牧', '农户', '牛奶', '奶酪', '黄油', '牧', '农户', '牛毛', '牦牛', '毛', '牦牛', '绒']"
0312,"['马', '饲养', '马', '饲养', '马', '种马', '马驹', '马', '马毛', '马鬃', '马毛', '马奶', '牧', '农户', '马奶', '牧', '农户', '马毛', '整张', '马皮']"
0313,"['猪', '饲养', '猪', '饲养', '猪', '种猪', '仔猪', '中猪', '能', '繁殖', '母猪', '猪', '生皮', '部分', '整张', '生猪', '皮', '猪鬃']"
0314,"['羊', '饲养', '羊', '饲养', '绵羊', '细毛羊', '细毛羊', '绵羊', '能', '繁殖', '母', '绵羊', '绵羊', '山羊', '山羊', '奶山羊', '绒山羊', '绒山羊', '能', '繁殖', '母', '山羊', '山羊', '能', '繁殖', '母羊', '羔羊', '绵羊毛', '部分', '细羊毛', '细羊毛', '剪羊毛', '山羊绒', '整张', '羔羊', '毛皮', '制刷', '山', '羊毛', '牧', '农户', '羊奶', '牧', '农户', '绵羊毛', '山', '羊毛', '制刷', '山', '羊毛', '羔羊', '整张', '毛皮']"
0315,"['骆驼', '饲养', '骆驼', '饲养', '骆驼', '骆驼毛', '骆驼', '粗毛', '骆驼绒', '牧', '农户', '骆驼毛']"
0319,"['牲畜', '饲养', '牲畜', '饲养', '驴', '驴', '驴', '骡', '牲畜', '牧', '农户', '牲畜', '毛', '家禽', '饲养']"
0321,"['鸡', '饲养', '鸡', '饲养', '蛋鸡', '蛋鸡', '蛋鸡', '雏鸡', '雏鸡', '雏鸡', '肉鸡', '肉鸡', '肉鸡', '活鸡', '种用', '活鸡', '活鸡', '鸡蛋', '种用', '鸡蛋', '鲜', '鸡蛋']"
0322,"['鸭', '饲养', '鸭', '饲养', '雏鸭', '种用', '雏鸭', '雏鸭', '成鸭', '用成', '鸭', '成鸭', '鸭蛋', '种用', '鸭蛋', '鲜', '鸭蛋']"
0323,"['鹅', '饲养', '鹅', '饲养', '雏鹅', '种用', '雏鹅', '雏鹅', '成鹅', '种用', '成鹅', '成鹅', '鹅蛋', '种用', '鹅蛋', '鲜', '鹅蛋']"
0329,"['家禽', '饲养', '家禽', '饲养', '火鸡', '雏', '火鸡', '种用', '雏', '火鸡', '雏', '火鸡', '成', '火鸡', '用成', '火鸡', '成', '火鸡', '珍珠鸡', '雏', '珍珠鸡', '种用', '雏', '珍珠鸡', '雏', '珍珠鸡', '成', '珍珠鸡', '用成', '珍珠鸡', '成', '珍珠鸡', '家禽', '鸽子', '鸵鸟', '野鸭', '鹌鹑', '家禽', '禽蛋', '部分', '鹌鹑蛋', '种用', '鹌鹑蛋', '鲜', '鹌鹑蛋', '禽蛋']"
0330,"['狩猎', '捕捉', '动物', '农户', '牧民', '牧', '农业', '畜牧', '单位', '相关', '单位', '从事', '狩猎', '动物', '捕捉', '狩猎', '捕捉', '动物', '动物园', '观赏', '目的', '捕获', '动物', '野生动物', '野兔', '狐狸', '野生动物', '鸟类', '水禽', '雉鸡', '野鸡', '鸟类', '爬行动物', '食用', '爬行动物', '爬行动物', '来自', '猎取', '捕捉', '兽皮', '爬行动物', '鸟类', '毛皮', '整张', '爬行动物', '皮', '整张', '狐生', '毛皮', '捕获', '野生动物']"
0390,"['畜牧业', '畜牧业', '鸟类', '猫', '狗', '动物', '蜂蜜', '副产品', '蜂蜜', '蜂蜡', '鲜', '蜂王浆', '蜂蜜', '副产品', '蚕茧', '桑', '蚕茧', '柞蚕', '茧', '蓖麻', '蚕茧', '蚕茧', '蛙', '类动物', '改良种', '蛙苗', '食用', '蛙', '类动物', '家兔', '种用', '家兔', '种用', '家兔', '毛', '兔', '皮兔', '肉', '兔', '鹦形', '目鸟', '改良种', '鹦形', '目鸟', '鹦形', '目鸟', '驯鹿', '梅花鹿', '麝', '狐', '貂', '动物', '毛类', '兔毛', '制刷', '兽毛', '动物', '生皮', '动物', '毛皮', '整张', '水貂', '毛皮', '整张', '兔生', '毛皮', '毛皮', '畜禽', '产品', '麝香', '鹿茸', '燕窝', '龟蛋', '畜禽', '产品', '饲养', '动物']"
0411,"['海水', '利用', '海水', '水生', '动植物', '海水', '海水', '鱼', '海水', '观赏鱼', '海水', '鲈鱼', '海水', '石斑鱼', '海水', '美国', '红鱼', '海水', '鱼', '海水', '大黄鱼', '海水', '军', '曹', '鱼', '海水', '鱼', '海水', '鲷鱼', '海水', '河', '海水', '鱼', '海水', '活鱼', '海水', '虾', '海水', '中国', '对虾', '海水', '南美', '白对虾', '海水', '斑节', '对虾', '海水', '日本', '对虾', '海水', '龙虾', '海水', '海虾', '海水', '蟹', '海水', '梭子蟹', '海水', '青蟹', '海水', '蟹', '海水', '贝类', '海水', '牡蛎', '海水', '扇贝', '海水', '贻贝', '海水', '江珧', '海水', '鲍', '海水', '螺', '海水', '蚶', '海水', '海水', '蛏', '海水', '贝类', '海水', '藻类', '海水', '海带', '海水', '紫菜', '海水', '裙带菜', '海水', '江蓠', '海水', '麒麟', '菜', '海水', '石花菜', '海水', '羊', '菜', '海水', '苔菜', '海水', '藻类', '海水', '产品', '海水', '海参', '海水', '海胆', '海水', '珍珠', '海水', '海蜇', '海水', '产品', '海水', '鱼苗', '海水', '军', '曹', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '鱼苗', '海水', '虾', '种苗', '海水', '对虾', '种苗', '海水', '中国', '对虾', '种苗', '海水', '南美', '白对虾', '种苗', '海水', '斑节', '对虾', '种苗', '海水', '日本', '对虾', '种苗', '海水', '龙虾', '种苗', '海水', '海虾', '种苗', '海水', '蟹苗', '海水', '梭子蟹', '苗', '海水', '青', '蟹苗', '海水', '蟹苗', '海水', '贝类', '种苗', '海水', '牡蛎', '种苗', '海水', '扇贝', '种苗', '海水', '贻贝', '种苗', '海水', '江珧', '种苗', '海水', '鲍', '种苗', '海水', '螺', '种苗', '海水', '蚶', '种苗', '海水', '种苗', '海水', '蛏', '种苗', '海水', '贝类', '种苗', '海水', '藻类', '育苗', '海水', '海带', '苗', '海水', '紫菜', '苗', '海水', '裙带菜', '苗', '海水', '江蓠', '苗', '海水', '麒麟', '菜苗', '海水', '石花菜', '苗', '海水', '羊栖', '菜苗', '海水', '苔', '菜苗', '海水', '藻类', '育苗', '海水', '产品', '种苗', '海水', '海参', '苗', '海水', '海胆', '苗', '海水', '珍珠', '蚌', '海水', '海蜇', '苗', '海水', '产品', '种苗']"
0412,"['内陆', '内陆', '水域', '进行', '鱼', '虾', '蟹', '贝类', '水生动物', '水产', '养殖场', '内陆', '水域', '水生动物', '幼苗', '繁殖', '内陆', '淡水鱼', '淡水', '观赏鱼', '淡水', '鳟鱼', '淡水', '鳗鲡', '淡水', '鲤鱼', '淡水', '草鱼', '淡水', '鳙鱼', '胖头鱼', '淡水', '鲟鱼', '淡水', '罗非鱼', '淡水河', '淡水', '青鱼', '淡水', '鲢鱼', '淡水', '鲫鱼', '淡水', '鳊鲂', '淡水', '鲶鱼', '淡水', '鱼', '淡水', '鱼', '淡水', '鲑鱼', '淡水', '池沼', '公鱼', '淡水', '银鱼', '淡水', '盖', '巨脂', '鲤', '淡水', '吻', '淡水', '黄鳝', '淡水', '鳜鱼', '淡水', '鲈鱼', '淡水', '乌鳢', '淡水', '泥鳅', '淡水鱼', '淡水', '虾', '淡水', '罗氏', '沼虾', '淡水', '青虾', '淡水', '克氏', '虾', '淡水', '南美', '白对虾', '淡水', '虾', '淡水', '蟹', '淡水', '河蟹', '淡水', '蟹', '淡水', '贝类', '淡水', '河蚌', '淡水', '螺', '淡水', '蚬', '淡水', '贝类', '淡水', '螺旋藻', '淡水', '产品', '淡水', '龟', '淡水', '鳖', '淡水', '蛙', '淡水', '珍珠', '淡水', '产品', '淡水', '鱼苗', '鳟', '鱼苗', '鳗', '鱼苗', '鲤', '鱼苗', '草鱼', '鱼苗', '鳙鱼', '鱼苗', '鲟鱼', '苗', '罗非鱼', '苗', '鱼苗', '青', '鱼苗', '鲢', '鱼苗', '鲫', '鱼苗', '鳊鱼', '苗', '鲶鱼', '苗', '鱼苗', '鱼苗', '鲑', '鱼苗', '池沼', '公', '鱼苗', '银', '鱼苗', '盖', '巨脂', '鲤苗', '吻', '苗', '黄鳝', '苗', '鳜鱼', '苗', '鱼苗', '乌鳢', '苗', '泥鳅', '苗', '淡水鱼', '苗', '淡水', '虾苗', '罗氏', '沼虾', '苗', '青虾', '苗', '克氏', '虾', '苗', '南美', '白对虾', '苗', '淡水', '虾苗', '淡水', '蟹', '种苗', '中华', '绒毛', '蟹', '大闸蟹', '种苗', '淡水', '蟹', '种苗', '淡水', '贝壳', '种苗', '河蚌', '种苗', '螺', '种苗', '蚬', '种苗', '淡水', '贝壳', '种苗', '淡水', '藻类', '种苗', '螺旋藻', '种苗', '淡水', '藻类', '种苗', '淡水', '产品', '种苗', '稚龟', '种苗', '稚鳖', '种苗', '幼蛙', '种苗', '珍珠', '蚌', '种苗', '淡水', '产品', '种苗', '水产', '捕捞']"
